num_messages: 1056
messages:
symbol: b'NVDA\x00\x00\x00\x00', price: 30090, quantity: 30
symbol: b'GOOGL\x00\x00\x00', price: 10180, quantity: 120
symbol: b'NVDA\x00\x00\x00\x00', price: 30040, quantity: 150
symbol: b'PLTR\x00\x00\x00\x00', price: 200060, quantity: 70
symbol: b'AMZN\x00\x00\x00\x00', price: 100050, quantity: 100
symbol: b'PLTR\x00\x00\x00\x00', price: 199980, quantity: 90
symbol: b'MSFT\x00\x00\x00\x00', price: 140030, quantity: 70
symbol: b'AAPL\x00\x00\x00\x00', price: 110090, quantity: 90
symbol: b'NVDA\x00\x00\x00\x00', price: 30010, quantity: 40
symbol: b'MSFT\x00\x00\x00\x00', price: 140070, quantity: 30
symbol: b'NVDA\x00\x00\x00\x00', price: 30020, quantity: 130
symbol: b'AAPL\x00\x00\x00\x00', price: 109960, quantity: 70
symbol: b'MSFT\x00\x00\x00\x00', price: 140040, quantity: 80
symbol: b'GOOGL\x00\x00\x00', price: 10010, quantity: 160
symbol: b'NVDA\x00\x00\x00\x00', price: 30130, quantity: 200
symbol: b'NVDA\x00\x00\x00\x00', price: 29950, quantity: 30
symbol: b'AMZN\x00\x00\x00\x00', price: 100090, quantity: 170
symbol: b'NVDA\x00\x00\x00\x00', price: 30030, quantity: 100
symbol: b'AAPL\x00\x00\x00\x00', price: 110060, quantity: 100
symbol: b'NVDA\x00\x00\x00\x00', price: 29990, quantity: 200
symbol: b'MSFT\x00\x00\x00\x00', price: 140180, quantity: 120
symbol: b'AMZN\x00\x00\x00\x00', price: 100010, quantity: 40
symbol: b'NVDA\x00\x00\x00\x00', price: 30110, quantity: 30
symbol: b'NVDA\x00\x00\x00\x00', price: 29990, quantity: 200
symbol: b'NVDA\x00\x00\x00\x00', price: 30030, quantity: 10
symbol: b'NVDA\x00\x00\x00\x00', price: 30070, quantity: 190
symbol: b'AAPL\x00\x00\x00\x00', price: 110070, quantity: 150
symbol: b'PLTR\x00\x00\x00\x00', price: 199930, quantity: 110
symbol: b'MSFT\x00\x00\x00\x00', price: 140060, quantity: 10
symbol: b'GOOGL\x00\x00\x00', price: 10150, quantity: 20
symbol: b'AMZN\x00\x00\x00\x00', price: 99990, quantity: 170
symbol: b'AMZN\x00\x00\x00\x00', price: 100040, quantity: 80
symbol: b'AMZN\x00\x00\x00\x00', price: 99950, quantity: 10
symbol: b'AMZN\x00\x00\x00\x00', price: 99940, quantity: 10
symbol: b'AMZN\x00\x00\x00\x00', price: 100110, quantity: 200
symbol: b'NVDA\x00\x00\x00\x00', price: 29950, quantity: 140
symbol: b'AMZN\x00\x00\x00\x00', price: 99970, quantity: 150
symbol: b'AMZN\x00\x00\x00\x00', price: 100010, quantity: 130
symbol: b'PLTR\x00\x00\x00\x00', price: 200120, quantity: 150
symbol: b'MSFT\x00\x00\x00\x00', price: 140140, quantity: 160
symbol: b'AMZN\x00\x00\x00\x00', price: 100030, quantity: 160
symbol: b'GOOGL\x00\x00\x00', price: 10090, quantity: 20
symbol: b'AMZN\x00\x00\x00\x00', price: 100050, quantity: 100
symbol: b'MSFT\x00\x00\x00\x00', price: 140120, quantity: 40
symbol: b'NVDA\x00\x00\x00\x00', price: 30030, quantity: 60
symbol: b'AAPL\x00\x00\x00\x00', price: 110070, quantity: 120
symbol: b'MSFT\x00\x00\x00\x00', price: 140040, quantity: 130
symbol: b'NVDA\x00\x00\x00\x00', price: 29970, quantity: 190
symbol: b'MSFT\x00\x00\x00\x00', price: 140140, quantity: 90
symbol: b'NVDA\x00\x00\x00\x00', price: 29970, quantity: 50
symbol: b'AAPL\x00\x00\x00\x00', price: 110090, quantity: 30
symbol: b'PLTR\x00\x00\x00\x00', price: 200100, quantity: 30
symbol: b'NVDA\x00\x00\x00\x00', price: 30120, quantity: 90
symbol: b'MSFT\x00\x00\x00\x00', price: 140180, quantity: 50
symbol: b'AAPL\x00\x00\x00\x00', price: 110100, quantity: 200
symbol: b'PLTR\x00\x00\x00\x00', price: 200080, quantity: 80
symbol: b'PLTR\x00\x00\x00\x00', price: 200000, quantity: 180
symbol: b'AAPL\x00\x00\x00\x00', price: 110050, quantity: 120
symbol: b'AAPL\x00\x00\x00\x00', price: 109950, quantity: 50
symbol: b'GOOGL\x00\x00\x00', price: 10030, quantity: 20
symbol: b'PLTR\x00\x00\x00\x00', price: 200000, quantity: 130
symbol: b'PLTR\x00\x00\x00\x00', price: 199940, quantity: 30
symbol: b'PLTR\x00\x00\x00\x00', price: 200130, quantity: 40
symbol: b'PLTR\x00\x00\x00\x00', price: 200070, quantity: 10
symbol: b'AMZN\x00\x00\x00\x00', price: 99950, quantity: 60
symbol: b'MSFT\x00\x00\x00\x00', price: 140040, quantity: 180
symbol: b'GOOGL\x00\x00\x00', price: 10120, quantity: 130
symbol: b'NVDA\x00\x00\x00\x00', price: 29950, quantity: 90
symbol: b'PLTR\x00\x00\x00\x00', price: 199940, quantity: 70
symbol: b'AMZN\x00\x00\x00\x00', price: 100070, quantity: 160
symbol: b'AMZN\x00\x00\x00\x00', price: 100080, quantity: 170
symbol: b'MSFT\x00\x00\x00\x00', price: 140030, quantity: 140
symbol: b'NVDA\x00\x00\x00\x00', price: 30140, quantity: 20
symbol: b'GOOGL\x00\x00\x00', price: 10120, quantity: 80
symbol: b'MSFT\x00\x00\x00\x00', price: 140170, quantity: 10
symbol: b'AAPL\x00\x00\x00\x00', price: 110010, quantity: 60
symbol: b'AAPL\x00\x00\x00\x00', price: 110020, quantity: 20
symbol: b'MSFT\x00\x00\x00\x00', price: 140050, quantity: 60
symbol: b'AAPL\x00\x00\x00\x00', price: 110040, quantity: 140
symbol: b'PLTR\x00\x00\x00\x00', price: 200130, quantity: 110
symbol: b'NVDA\x00\x00\x00\x00', price: 29940, quantity: 60
symbol: b'AAPL\x00\x00\x00\x00', price: 110100, quantity: 200
symbol: b'GOOGL\x00\x00\x00', price: 9990, quantity: 170
symbol: b'MSFT\x00\x00\x00\x00', price: 140080, quantity: 110
symbol: b'NVDA\x00\x00\x00\x00', price: 29970, quantity: 10
symbol: b'MSFT\x00\x00\x00\x00', price: 140000, quantity: 60
symbol: b'GOOGL\x00\x00\x00', price: 10080, quantity: 90
symbol: b'AAPL\x00\x00\x00\x00', price: 109940, quantity: 70
symbol: b'AMZN\x00\x00\x00\x00', price: 99970, quantity: 30
symbol: b'AAPL\x00\x00\x00\x00', price: 109940, quantity: 200
symbol: b'GOOGL\x00\x00\x00', price: 10010, quantity: 130
symbol: b'NVDA\x00\x00\x00\x00', price: 30100, quantity: 190
symbol: b'AMZN\x00\x00\x00\x00', price: 99910, quantity: 150
symbol: b'NVDA\x00\x00\x00\x00', price: 30050, quantity: 90
symbol: b'AMZN\x00\x00\x00\x00', price: 100080, quantity: 20
symbol: b'NVDA\x00\x00\x00\x00', price: 29990, quantity: 30
symbol: b'MSFT\x00\x00\x00\x00', price: 139990, quantity: 150
symbol: b'AAPL\x00\x00\x00\x00', price: 110060, quantity: 40
symbol: b'MSFT\x00\x00\x00\x00', price: 140110, quantity: 60
symbol: b'AAPL\x00\x00\x00\x00', price: 110050, quantity: 90
symbol: b'NVDA\x00\x00\x00\x00', price: 30130, quantity: 100
symbol: b'AMZN\x00\x00\x00\x00', price: 100040, quantity: 150
symbol: b'MSFT\x00\x00\x00\x00', price: 140040, quantity: 30
symbol: b'AMZN\x00\x00\x00\x00', price: 100010, quantity: 50
symbol: b'AAPL\x00\x00\x00\x00', price: 110010, quantity: 10
symbol: b'NVDA\x00\x00\x00\x00', price: 30060, quantity: 80
symbol: b'NVDA\x00\x00\x00\x00', price: 30010, quantity: 150
symbol: b'PLTR\x00\x00\x00\x00', price: 199960, quantity: 30
symbol: b'PLTR\x00\x00\x00\x00', price: 200030, quantity: 80
symbol: b'AAPL\x00\x00\x00\x00', price: 110020, quantity: 60
symbol: b'PLTR\x00\x00\x00\x00', price: 200050, quantity: 80
symbol: b'PLTR\x00\x00\x00\x00', price: 200010, quantity: 150
symbol: b'PLTR\x00\x00\x00\x00', price: 200100, quantity: 40
symbol: b'AMZN\x00\x00\x00\x00', price: 100100, quantity: 60
symbol: b'PLTR\x00\x00\x00\x00', price: 200040, quantity: 50
symbol: b'AAPL\x00\x00\x00\x00', price: 109940, quantity: 110
symbol: b'AAPL\x00\x00\x00\x00', price: 109930, quantity: 200
symbol: b'MSFT\x00\x00\x00\x00', price: 139990, quantity: 70
symbol: b'NVDA\x00\x00\x00\x00', price: 30040, quantity: 120
symbol: b'AAPL\x00\x00\x00\x00', price: 110130, quantity: 120
symbol: b'AMZN\x00\x00\x00\x00', price: 100010, quantity: 150
symbol: b'AAPL\x00\x00\x00\x00', price: 110020, quantity: 130
symbol: b'AAPL\x00\x00\x00\x00', price: 110110, quantity: 60
symbol: b'PLTR\x00\x00\x00\x00', price: 199960, quantity: 80
symbol: b'MSFT\x00\x00\x00\x00', price: 140130, quantity: 130
symbol: b'MSFT\x00\x00\x00\x00', price: 139980, quantity: 170
symbol: b'AMZN\x00\x00\x00\x00', price: 99960, quantity: 200
symbol: b'AAPL\x00\x00\x00\x00', price: 110110, quantity: 110
symbol: b'AAPL\x00\x00\x00\x00', price: 110050, quantity: 70
symbol: b'NVDA\x00\x00\x00\x00', price: 30070, quantity: 20
symbol: b'NVDA\x00\x00\x00\x00', price: 30050, quantity: 140
symbol: b'MSFT\x00\x00\x00\x00', price: 140070, quantity: 100
symbol: b'PLTR\x00\x00\x00\x00', price: 199950, quantity: 190
symbol: b'AMZN\x00\x00\x00\x00', price: 99930, quantity: 150
